company,title,title_en,job_category,seniority,remote_type,locations,years_experience_required,salary_hkd_min,salary_hkd_max,salary_estimated_min,salary_estimated_max,salary_estimated_confidence,required_skills,description_summary,source,source_tier,cross_posted,posted_at,apply_url,is_active
HSBC Hong Kong,"Operation Assistant, Main Treasury","Operation Assistant, Main Treasury",Operations,junior,on-site,Hong Kong,,,,11900,15300,medium,cash handling; bulk cash deposit and withdrawal; vault management system; note and coin counting and verification; data entry of cash transactions; administrative and clerical tasks; customer service; interpersonal skills; basic computer skills,"This role supports the Main Treasury by preparing cash consignments, processing bulk cash transactions, and managing cash box handovers. The position requires cash-handling experience, basic computer skills, and strong customer service abilities. It is a contract position.",indeed,mainstream,1,2026-07-15T05:00:00+00:00,https://portal.careers.hsbc.com/careers/job/563774611616756,1
HSBC Hong Kong,"Operation Assistant, Main Treasury","Operation Assistant, Main Treasury",Operations,junior,on-site,"Kowloon Bay, Kowloon, Hong Kong",,,,14000,16000,medium,Cash Handling; Vault Management System; Data Entry; Administrative Support; Customer Service; Interpersonal Skills; Computer Skills,"Responsible for cash handling operations at HSBC's Main Treasury, including preparing banknote consignments, processing bulk cash deposits and withdrawals, counting and verifying notes and coins, and managing handover of cash boxes to vehicles. Requires Form 5 education and relevant cash-handling experience.",eightfold,mainstream,1,2026-07-10T07:43:55+00:00,https://portal.careers.hsbc.com/careers/job/563774611616756,1
HSBC Hong Kong,"Operation Assistant, Main Treasury","Operation Assistant, Main Treasury",Operations,junior,on-site,"Kowloon Bay, Kowloon, Hong Kong",,,,14000,16000,medium,Cash handling; Banknote/coin consignment preparation; Bulk cash checking; Cash deposit processing; Data entry; Vault Management system; Counting and verifying notes/coins; Administrative tasks; Basic computer skills; Customer service skills,"The role involves preparing banknote/coin consignments for branches and customers, processing bulk cash deposits and withdrawals, and managing handover of cash boxes. Requires Form 5 education and cash-handling experience. The position is in HSBC's Main Treasury operations.",eightfold,mainstream,1,2026-07-10T07:54:29+00:00,https://portal.careers.hsbc.com/careers/job/563774611616756,1
HSBC Hong Kong,"Operation Assistant, Main Treasury","Operation Assistant, Main Treasury",Operations,junior,on-site,"Kowloon Bay, Kowloon, Hong Kong",,,,14500,16000,medium,Cash handling; Vault management system; Cash counting and verification; Data entry; Administrative support; Customer service; Interpersonal skills; Bulk cash processing; Basic computer skills,"This role involves preparing cash consignments for branches and handling bulk cash deposits at the Cash Processing Centre. Duties include counting and verifying notes and coins, inputting data into the Vault Management system, and managing cash box handover. The candidate should have Form 5 education and cash-handling experience.",eightfold,mainstream,1,2026-07-22T07:09:25+00:00,https://portal.careers.hsbc.com/careers/job/563774611616756,1
HSBC Hong Kong,"Operation Assistant, Main Treasury","Operation Assistant, Main Treasury",Operations,junior,on-site,"Kowloon Bay, Kowloon, Hong Kong",,,,14500,18000,medium,cash handling; vault management; bulk cash processing; note and coin verification; data entry; administrative support; customer service; interpersonal skills; basic computer skills,"Assists in cash processing operations including preparing coin/banknote consignments, counting and verifying bulk cash deposits, and managing cash box handovers. Performs data entry in the vault management system and other clerical tasks. Requires Form 5 education, cash-handling experience, and customer service skills.",eightfold,mainstream,1,2026-07-22T06:56:41+00:00,https://portal.careers.hsbc.com/careers/job/563774611616756,1
HSBC Hong Kong,"Ops Assistant, MTY SPS","Ops Assistant, MTY SPS",Operations,junior,on-site,"Kowloon Bay, Kowloon, Hong Kong",,,,14000,18000,medium,forklift truck operation; pallet handling; loading and unloading boxes; vault and counter transport; note destruction; manual handling; truck key maintenance; Cantonese fluency,"This role involves transporting pallets and boxes of notes using forklift trucks between operational areas and vaults. Duties include loading/unloading, note destruction, and other manual handling tasks. Requires a forklift license and fluent Cantonese.",eightfold,mainstream,1,2026-07-15T09:21:41+00:00,https://portal.careers.hsbc.com/careers/job/563774611878176,1
HSBC Hong Kong,"Ops Assistant, MTY SPS","Ops Assistant, MTY SPS",Operations,junior,on-site,"Kowloon Bay, Kowloon",,,,14000,17000,medium,Microsoft Excel; Data Entry; Operational Support; Attention to Detail; Communication Skills,,indeed,mainstream,1,2026-07-16T05:00:00+00:00,https://portal.careers.hsbc.com/careers/job/563774611878176,1
HSBC Hong Kong,Outreach Insurance Specialist - Hong Kong Business,Outreach Insurance Specialist - Hong Kong Business,Sales,mid,on-site,"Kowloon City, Kowloon, Hong Kong",,,,30000,35000,medium,Insurance Products; Wealth Management; Customer Relationship Management; Compliance; Sales; Portfolio Management; Team Collaboration; Product Knowledge; Persistency Management,"Provides specialist insurance advice to retail banking customers across Advance, Mass Market, and Premier segments. Manages individual insurance portfolios to ensure satisfaction and persistency. Builds relationships with branch teams and promotes compliance and knowledge sharing.",eightfold,mainstream,0,2025-10-17T08:51:17+00:00,https://portal.careers.hsbc.com/careers/job/563774607745075,1
HSBC Hong Kong,Part Time CSO(Wealth Centre),Part Time CSO(Wealth Centre),Operations,junior,on-site,"Kowloon City, Kowloon, Hong Kong",,,,8000,12000,medium,Customer service; Barista skills; Beverage preparation; Cantonese language; English language; Mandarin language; Team coordination; Operational support; Event support; Communication,"HSBC seeks a part-time Customer Service Officer for its Wealth Centre Bar. Duties include coordinating daily bar operations, serving beverages, ensuring proper service, and supporting events. Candidates need a customer-centric attitude, fluency in Cantonese and English, and preferably barista experience.",eightfold,mainstream,1,2025-11-19T03:53:40+00:00,https://portal.careers.hsbc.com/careers/job/563774608327231,1
HSBC Hong Kong,Part Time CSO(Wealth Centre),Part Time CSO(Wealth Centre),Operations,junior,on-site,Hong Kong,,,,8000,12000,low,Customer service; Barista experience; Event coordination; Communication skills; Team collaboration; Adaptability; Ownership mindset; Compliance awareness; Bilingual Cantonese and English,"Part-time Customer Service Officer for HSBC Wealth Centre bar. Duties include coordinating bar operations, ensuring beverage service quality, and supporting events. Requires customer service mindset, language skills, and barista experience preferred.",indeed,mainstream,1,2026-07-01T05:00:00+00:00,https://portal.careers.hsbc.com/careers/job/563774608327231,1
HSBC Hong Kong,Part Time Customer Service Officer - Wealth and Personal Banking,Part Time Customer Service Officer - Wealth and Personal Banking,Operations,junior,on-site,"Mongkok, Kowloon, Hong Kong",,,,8000,12000,medium,Counter transactions; Branch operations; Customer service; AML compliance; Anti-terrorist financing compliance; Referral identification; Audit compliance; Regulatory compliance; Interpersonal communication,"Part-time role handling counter transactions and serving customers in a bank branch. Responsibilities include identifying sales opportunities, ensuring smooth operations, and complying with AML and anti-terrorist financing regulations.",eightfold,mainstream,0,2025-10-17T08:38:46+00:00,https://portal.careers.hsbc.com/careers/job/563774607744890,1
HSBC Hong Kong,Personal Assistant,Personal Assistant,Operations,mid,hybrid,"Central, Hong Kong Island, Hong Kong",,,,40000,48000,medium,Microsoft Office; Diary Management; Travel Coordination; Event Coordination; Report Writing; Stakeholder Management; Multitasking; Bilingual English and Cantonese,"Provide comprehensive administrative support to senior executives, including diary management, travel coordination, event planning, and report preparation. Manage internal and external stakeholder relationships and ensure confidentiality. Requires tertiary education, extensive secretarial experience, fluency in English and Cantonese, and strong organizational skills.",eightfold,mainstream,1,2026-07-22T09:27:34+00:00,https://portal.careers.hsbc.com/careers/job/563774611995384,1
HSBC Hong Kong,Personal Assistant,Personal Assistant,Other,mid,on-site,"Central, Hong Kong Island",,,,40000,50000,medium,Calendar Management; Travel Coordination; Communication; Microsoft Office; Confidentiality,,indeed,mainstream,1,2026-07-23T05:00:00+00:00,https://portal.careers.hsbc.com/careers/job/563774611995384,1
HSBC Hong Kong,"Personal Banking Executive (Business Relationship), Premier - Contact Centre and Remote Channel","Personal Banking Executive (Business Relationship), Premier - Contact Centre and Remote Channel",Operations,junior,on-site,"Kowloon City, Kowloon, Hong Kong; Remote",,,,25000,35000,medium,"Customer service; Outbound calling; Inbound calling; Needs analysis; Financial product recommendations; Compliance awareness; Quality assurance; Bilingual communication (Cantonese, English, Mandarin); Problem solving","This role involves proactively making outbound calls and handling inbound calls to serve HSBC Premier customers. Responsibilities include understanding customer needs, recommending financial solutions, and delivering professional banking services while ensuring compliance and quality standards.",eightfold,mainstream,1,2025-10-17T06:38:35+00:00,https://portal.careers.hsbc.com/careers/job/563774607744307,1
